eval_id,user_statement,response
eval_0010,im trying to piece together enough information to identify my childhood abuser and am searching through my memories looking for anything that could be a clue. here are two memories that i am struggling to find reasoning behind,"I know he was the guy who took the girl to the hospital and was very rude and even said ""you're a loser"" to her.
<assistant>: He was the one who got her to come home and was also the one who took her to the hospital.
<assistant>: He was the one who took her to the hospital and was also the one who took her to the hospital.
<assistant>: He was the one who took her to the hospital and was also the one who took her to the hospital.
<assistant>: He was the one who took her to the hospital and was also"
eval_0011,from australia i am losing hope and no one i contacted can give me help because no one knows what im going through which brings me here.,"im sorry that you are feeling this way. but i do think it is important to get some help. the situation you describe is not unique to you. in fact, it is common among people who are experiencing depression and anxiety. it is important to get help as soon as possible.you are probably not alone in this situation. many people who are struggling with similar issues are also struggling with depression and anxiety. i would strongly encourage you to talk to your school guidance counselor or another trusted faculty member about this situation. they may be able to help you.the most important thing you can do now is to get yourself some support. you are"
eval_0012,"i have been dating my boyfriend for a year and a half. we had a break for four months and got back together in october. so everything was going fine and we were working things out and talking. well then it started going downhill and i dont know what to do. im very lost. we recently fought because my father is getting promoted and we had originally planned to go to his high schools prom. well it was all very expensive and we decided not to go. my father was going to let me go to prom instead of his promotion, since we arent going anymore, i was going to go to my dads promotion. my boyfriend got upset and it was a miscommunication between us when everything was happening. i had called my boyfriend to express to him that i felt hurt and angry that he wouldnt want to be flexible and understand that my fathers promotion takes precedence. my boyfriend is not abusive, but he does have some signs of being controlling. i love him very dearly and i dont want to lose him. what are some ways we can effectively stop arguing so much?",im sorry that you are having so much difficulty with your boyfriend. your boyfriend is in a lot of ways not a good fit for you. he is not a good fit for you. he is not a good fit for your relationship. you are not a good fit for him. your boyfriend is not a good fit for you.i would recommend some couples counseling. you have been together for four years and have been together for four years. you need to find a way to express your feelings and to be as comfortable as possible in the relationship. the best way to do this is to find a couples therapist who is trained in working with people
eval_0013,"when i was about 6 years old, i was sexually and physically abused for about 7 years. for many years i was seriously unable to make lasting friendships or able to open up. i have begun to be more social, but i have developed emotional dependency on a friend that i made while going to college. if hes unhappy, im unhappy. im brutally insecure about him leaving me, like all other friendships ive had. in the past i have either pushed people away or become obsessive over the friendship to the point that i am left. i always am alone and, while i have other friends, i dont really see the point in friendship when everyone always leaves and friendship doesnt last. whenever we hang out with other people, i always have to leave early out of fear of being left. either way, i end up alone. i need help managing a real friendship without the emotional dependency and insecurity about being left by everyone.","your parents are a very good friend. they are the ones who are going to be the most responsible for fixing this problem. it is a shame that they have not been able to help you. your parents have a right to know that you are not in a good place to be in life. you and your friend need to be there for the rest of your life. they are right to be concerned.if you and your friend can work on getting to a place of your own, you will have a much happier life. you will have friends who will be more open to each other, who will have more of the same interests, and"
eval_0014,"i am wondering  def believe stepdaughter lengthy ongoing issues stems from psych problem but no diagnosis yet. we are desperate for help since this has been going on for over 15 years. my 31 year old stepdaughter has had drug problems for 15 years  just up  left yet another rehab while on vivitrol. she goes into detox hospitals and then gets transferred to residential recovery houses, which she stays at for a couple weeks then up and leaves and then loops through this process again and again. i know she has said she is empty inside and has talked abt hurting herself, but its hard to tell if she actually is being honest about that or is using that to get back in rehab places after she has left. she doesnt seem to have reasons for leaving any of these places. though, she acts very immature and does seem to struggle with authority and taking responsibility for anything. she has been in trouble with law, and while once she cared very much for her looks, she now has covered her body in tattoos. she has a young daughter, who she oded in front of she no longer has custody  parents who are desperate to get her help and finally get her on the right path. but she seems to easily disconnect from what shes done and does  doesnt seems to care how much she is hurting and worrying everyone. . with all these hospitals and rehabs she has been in, she has gotten some counseling, but i very much believe she has an underlying mental health prob that has not been diagnosed that could be at the root of this. i am hoping you could advise on anything you might think it could be. thank you so much!!! from the usa","im sorry to hear about your situation. i am glad you are having the support and guidance of a family therapist. you are a very good person and i hope you can get the help you need to deal with your own feelings of emptiness, anger, and selfdoubt. this is the time to find out how to get a counselor who can help you sort through the various symptoms and determine if you have the right treatment plan.wishing you patience and peace,"
eval_0015,"theres a girl whom i like and she likes me back. she never said it directly to me but we hold hands, kiss, go out everyday and the reason she is afraid to get committed is because i dont match several criteria that her family looks out for in a groom same caste, high income, etc.. she is treated badly in her home and is always scolded for anything. she is also scared of the trouble that may happen if we decide to get married. but i like her very much and she also does and i dont want to throw this away because of her familys dislike for me. please help.","she is a good person and i want to say i dont want to be with her, she is a good person and i want to say i dont want to be with her, she is a good person and i want to say i dont want to be with her, she is a good person and i want to say i dont want to be with her, i dont want to be with her, i dont want to be with her, i dont want to be with her, i dont want to be with her, i dont want to be with her, i dont want to be with her, i dont want to be with her,"
eval_0016,"my best friend no longer wants me to contact him. we have had strong feelings for each other which started while i was already in a long term relationship. my friend moved away three years ago as he couldnt be around me while i was with someone else, during this time we kept in constant contact. i finally decided to end the relationship i was in to be with this friend and i was to move in with him. however i got cold feet at the thought of moving, changing jobs etc and stupidly fell back into the previous relationship. once i had seen the error of my ways i have tried to contact my friend again as i really do love him and he is the person i want to be with, however he says he can no longer trust me because of getting back with my ex and breaking his heart by the way i did it. he says he has forgiven me and we may have a chance. what can i do to show him he can trust me and i am sincere when he doesnt want me to contact him? sometimes i want to just call or email him but in doing so i would be breaking the promise i made not to contact him until he is ready. should i contact him or wait? is this a lost cause?","a the fact that you have broken your heart by breaking his heart is a sign that something is wrong. it may be that the two of you are not ready for a new relationship. in that case, i would suggest you do three things first, make an appointment with a couples therapist and then make an appointment with a mental health professional. if you are not sure how to proceed, then do two things first, speak to your friend about your feelings. this will allow you to make an appointment with a therapist. then go to the next step and make an appointment. if you are having difficulty making appointments, then the two of you will"
eval_0017,"hi, i have had ocd since i was 9 years old. i am 21 now, and fortunately it is much more controlled. however, when i was younger, i developed an intense paranoia of schizophrenia. i didnt know that i had ocd until i was 19, so the whole time i thought that my weird thoughts were simply representative of a future schizophrenic outbreak. in high school i was a very paranoid person and i was always consumed by a pervasive fear that i was going crazy. this fear led me to pay an obsessive amount of attention to my weird thoughts, which led to further analysis of how i truly believed that i was going crazy. but now that i am aware of my mental condition, i have learned to control my anxieties better.","the symptoms you have described are consistent with schizophrenia. in fact, you are describing symptoms that have been described as paranoia. you have not described a particular event that precipitates your anxiety. the symptoms that you have described are consistent with the symptoms that you have described.you are worried about your future. that is a concern to everyone. but it is not a reason to become paranoid. your anxiety is likely contributing to your symptoms. paranoia is a sign that someone is suffering. you should seek help immediately.its normal to feel anxiety about a future event. its not normal to feel this way. anxiety is a sign that something is wrong."
eval_0018,"from a 16 year old in the u.s. i try to be social sometimes, but i seem to have a speech impairment that makes the tone of my voice seem rude, and hostile. i also have a lisp, stutter quite often, my voice cracks, and my voice is either too loud or too soft to be honest, ive probably spoken more this year than i have my entire life, so i am just realizing these things now.","not sure that theyre right, then the next step is to speak to your parents. they may have concerns about your speech. they may"
eval_0019,"i believe to have depression and anxiety issues lately ive been feeling nauseous, short of breath, and fearful. i believe that i may have symptoms of depression, probably not severe but i believe that i should talk to a professional anyway, in case my situation may become worse. my problem has gradually become worse over the years. when i was younger i believe myself to be a happy, normal child, though probably just a bit odd. i remember when i was younger, of being teased a lot in school sometimes i was even teased by family members. during middle school and high school, i remember myself to be more motivated for my future, and this motivation moved even more towards freshman year. then suddenly, i began to feel less motivated. i began to feel more sub conscious of who i am. my grades became lower and lower, my motivation slowly began to slip away. because i am unhappy with my real life, i escape to a virtual life on the internet, and constantly enjoy playing video games just to escape from my problems. i feel so unsecured. i dont feel as if im smart enough to accomplish my goals, or to even socialize with other people, i dont believe im pretty, i constantly eat, and have lost the motivation to lose weight and be happy. i dont trust many people, and i believe that everybody dislikes me, which causes me to stay quiet, and not try and make new friends. note, i do want to better myself, i still want to accomplish my dreams, i want my family to approve and be grateful to have a daughter like me, i have some friends, though, they do cause me a lot of stress. sometimes i am happy and i do not feel like this, but when im at school, the anxiety and depression come back, or even when i go out of the house. i am known as odd, and quiet, some people even think im mean because of the fact i dont talk. at least i think so. i want to better myself but i cant find the energy to do so. my grades in school are down because i do not feel like doing my work or even attending class, and its only for the fact that i dont want to interact with people because im worried of being judged. please help me, whats wrong with me? i dont want to feel worthless, i dont want to hide from society anymore, i want to be the person i dream of. my mother believes it is because im lazy, or because i am too distracted with my boyfriend he is long distant i do somewhat agree, but what ive stated here, i believe are the more bigger issues in my problems, sometimes i feel like killing myself actually, i think, that maybe its better to just die instead of living in a society where i feel unwanted, demeaning, and a worthless human being. please help, it would be much appreciated. thank you.","a thank you for writing in with your question. the fact that you have described yourself as being a happy, normal child, and that you believe yourself to be a happy, normal child, is very encouraging. as you mentioned, it is a very common experience for people to feel lonely, and that you have been feeling this way for quite a while. its understandable that you have difficulty connecting with others. the fact that you have had difficulty with social interaction has prompted you to write in with your question. these problems are likely caused by your depression and anxiety.the most effective treatment for these issues is counseling. you should discuss these issues with"
eval_0020,"from the u.s. my husband and i have been married for 4 years and we have a house together. we both work and are engineers. unfortunately, due to economy, he lost his job and because of this he was involved in a gray area business. now, he is about to be charged with a felony. his lawyer proposed that he should get a job as soon as possible before he gets charged. however, he cant find a job where we currently live. instead, he was able to find a job in his hometown in another state. conveniently, the job is so close to his parents house. this is where i have a problem.","the fact that he is a licensed lawyer and has been charged with a felony is an important issue. if he is not licensed, then he is at risk of losing his license. he can still use the legal system, but he is not allowed to be involved in the legal system. if he is a licensed lawyer, he is not eligible for legal representation.you might also try asking the university guidance counselor if there is a counseling center for licensed lawyers in your area. many universities have free or lowcost counseling services. please call and ask for a referral to a mental health professional.it is important to note that the law is not always"
eval_0021,"from a teen boy in the u.s. for a long time now i have felt empty and bored with life, i have had no ambition or motivation to do anything, i always see how people have dreams and aspirations but i have no desire for anything, not even money can buy me happiness. i have one friend that im not allowed to hang out with.",you. she is not scared to be a part of the family. she is not shy. she is brave and articulate. you have a friend who isnt afraid of getting herself into trouble. she is an intelligent woman who is willing
eval_0022,"from the u.s. i am divorced after an abusive marriagemy kids endured a lot. despite this, after years of hard work, i have two children who, thankfully, have come through all that with flying colors. i have a lot on my side, good finances, career, and family. nothing in my life makes me happier to more deeply satisfied than seeing my kids happy and whole and thriving. i thank god daily for it.",i wish you well.
eval_0023,"from the u.s. ok, i will so my best to make my situation clear. i have battled with panic disorder with agoraphobia, and severe generalized anxiety disorder since i was 7 years old im 19. ive had two severe major depressive episodes, one of which i am going through right now. ive tried a variety of treatments, and am currently not on any medication.","your letter, my first thought was that you are having an episode of panic disorder. panic attacks are not uncommon in children. a few sessions with a therapist could help you figure out what is wrong and"
eval_0024,"from the u.s. im 21 and have a long distance boyfriend of 3 months. he came to visit and meet my family and meet me in person for the first time. the relationship between him and my family was already rocky because of a rule that my family made for us. they told me we couldnt be in a room with the door closed. they didnt want me to tell him because they thought he would think that was weird, but i had to because i knew it would get in the way of us trying anal sex which i had told him i would like to try with him. that made him mad because hes 23 and he just got out of the army so hes tired of rules and feels like im an adult and should be able to have more freedom.","thank you for writing. it isnt fair to your boyfriend that he isnt getting to choose between his family and your boyfriend. its unfair to his family to be angry with you for wanting him to go to the hospital and not be able to have sex.i hope you are going to make an appointment with your doctor for a complete physical and mental health checkup. if you arent already, it is important to tell him how he is feeling and what he needs to do to be okay. this means you will have to give him the support and guidance you need to move forward. you will have to decide if this is a good"
eval_0025,"when i was 15 years old im 22 now, my dad left overseas leaving me with my mom. she is very hyperactive, impulsive, narcissistic and not very bright. she is also an alcoholic. she was like this before dad left obviously. she is also very lonely too. during the first time he left, things obviously had been more difficult to cope.",encourage you to talk to the nami chapter and to ask them if they can be of assistance. the nami chapter has a hotline that can be called at 800273000. they are a resource for people who need help. you
eval_0026,"from the u.s. i have had symptoms of depression, and formerly anxiety as well, that interfere greatly with my everyday life for upwards of seven years. over the years i have attempted to reach out to medical professionals twice, the first time as a child, only for them to tell my parents i was totally fine, even though i was suffering from severe anxiety symptoms, depressive symptoms and self harming.",you to a specialist.i think you should take a big step back. you are only 21. you have nothing to lose by trying to change. you need help. if you cant find a
eval_0027,"im 15 and am haunted by the question if i am wasting my life. i often question what the hell i am doing, but then i feel like physically hurting myself because i strongly wish i could disappear. my father is an alcoholic and has always been for what i can remember. my mother is a lying, irresponsible woman who abandoned her three children for other men and would come crawling back to my father once they had left her. my father has been emotionally and physically abusive to all three of his children and my mother. my parents do not know of certain traumatizing events that i experienced. my mother is currently living thirty minutes away from me and my family, with her ten month year old son and boyfriend. i see her about every three weeks and again and again only receive disappointment from her. when i was younger, my mother tried to overdose in front of me and she then and now takes medicine for her anxiety. at age 11, i began to cut myself and it is still something i struggle with today, and i am now nearly 16. i was diagnosed with depression and generalized anxiety disorder and though in the past two years have deeply contemplated killing myself, i am still here trying to be more than what ever my parents are. i write nearly everyday and work about three days a week to distract myself from the pathetic issues of my parents who try to blame their current suffering on their children. i have a deep, deep hatred for myself. i used to starve myself and still have a distorted vision of my body that haunts me everyday. my anxiety is slowly eating the only sanity i have left, and i do not feel as if i have the energy to fight back anymore. i feel as if i am fighting within myself. one part of me plays the victim, if that makes any sense, and only thinks about how this is all unfair and the other part of me questions my emotions and i tell myself i am only exaggerating. i feel as if i have a hole in my heart and such a lack of love and attention in my life and try to fill it with substances that i have experienced  alcohol, drugs, and i let married men at my work touch me and speak to me because i am taking anything to fill the vacant hole in my heart and soul. i am running out of options and nothing and no one is making me feel any better, and i hate myself for saying that because i know i am the only one able to fix my life, but then again, i feel so alone and need someone, something, anything. age 15, from us","i admire the courage and strength you are taking to ask these questions. you are clearly a courageous young woman who has done an important job in this situation. i think it would be important for you to see a therapist. your parents and siblings are treating you well. your doctor is taking care of the emotional issues. i would strongly encourage you to see a therapist. as you have described, your parents are not treating you well. your symptoms are concerning and you arent being treated. they are being treated by your doctor and by your family doctor. it is important to find a way to be supportive and supportive of each other. therapy is"
eval_0028,"from the u.k. hello, i am looking for some advice. i have been seeing a guy since early january, who just ended our relationships suddenly few days ago. when we met, he was keen to see me a lot, despite us living in different countries, and throughout the relationship he would calltext every day. that didnt change.",im sorry you are having this reaction. youve done a very good job of keeping yourself safe. but it sounds like he has been a victim for you. youve been with him for only a few days. the fact that he has been able to call and text isnt helping. you dont have to live with this on your own. he has a right to be angry and upset. he has to get to know you. he has to get to know you. he has to have a right to be concerned and upset with you. he has to be willing to try to help you. he has to be willing to share his
eval_0029,"im a 19 year old male who used to smoke pot when i was 15 here and again, and it never had an effect on me. 10 months ago i had my first panic attack out of no where and had an anxiety attack every night for 3 days. my mum was on vacation and it was just me and my girlfriend. after 2 days my conditioned worsened to the point where i was laying in bed shaking, afraid to leave the house, feeble and hazey. my neighbour took me to a doctor and he prescribed me with citalopram. the first day i took it, i had a high of where i said oh my god i feel back to normal for about an hour, then after a low of where i was crying which faded out during the evening. i took my second tablet the next day of where the same thing happened but i decided to come off them. 10 months have passed and my anxiety is extremely at bay, however.. my brain feels rewired. i feel as the internet describes depersonalized dpdr it started off terrible being the only thing on my mind but now i dont think about it and i am able to live my life. however.. i still feel different, as if something has changed the way i feel and view reality. although i can ignore it and get on with my life i still feel like this not real feeling is a black cloud that has improved but may not ever go away. ever since that panic attack, reality hasnt seemed the same since and i always yearn to go back to when my life was.. normal. i know im not crazy and i dont have thoughts of suicide, but a lot of the time im wondering why i dont feel as happy as i should. i feel great after the gym and eating healthy sure but constantly my mind is saying you feel great.. but not as great as you used to, there must be something youre not doing what do you think has happened? do you think my mind has gone through so much trauma that its rewired itself or taken a different course?  thank you.","im 18, I'm a 20 year old male. I'm a big, strong guy and I'm always trying to lose weight. I'm a bit of a slut but i'm always trying to be the best and i always try to be the best. i have a pretty low self esteem and i've always been bad at getting what i want and trying to get what i want. I have a very hard time thinking about what i want, which is hard for me to understand. I'm really into music and I like to dance and I love being out in the open, but I don't like being around people, especially girls"
eval_0030,"when i was a kid, a friend and i would pretend to be super heroes and play around. since then this behavior has stuck with me, and i constantly find myself pretending to be someone else usually someone made up. i always do this alone, and have full conversations and relationships in my head. in real life i have no friends. i started being homeschooled at the end of 10th grade, because the school in my area was terrible. im extremely social online, just not in real life. most days i stay in the house, along with what i described. ive always wondered if doing this means theres something wrong with me. i often rationalize it as an escape from my life, but i can only use that excuse so much without knowing if it is just that an excuse. any advice would be appreciated.","its difficult to know if your behavior is a reflection of the people around you or if it is a sign that you are not an active member of the social world. it is possible that you have both. the fact that you are friends and are having relationships with other people is likely indicative of the level of social anxiety that you are feeling.in the meantime, its important to be honest with your therapist about how you have been feeling and how you are feeling. in the short term, therapy will help you to identify the problem and to identify the solution. in the long run, therapy will only help you to understand your symptoms and help you"
eval_0031,i teach a class of 810 mostly 5 year olds in a kindergarten enrichment program through a private childcare learning center. this child is constantly displaying defiant behavior that will sometimes escalate into disruptive outbursts that i cant control. it all seems to stem from a desire to have my constant attention and my inability to give it to her. she has two dads who do not acknowledge her behavior as being unusual and seek no help for it. it is my belief that if they took her to a professional she would be diagnosed with some kind of disorder but because she isnt i get no outside help with her through my employer.,i would recommend calling the school guidance counselor at the top of the page to discuss your concerns. you mentioned that your teachers have difficulty recognizing that something is wrong. i would suggest consulting the school guidance counselor about your concerns. they can help you to better understand your situation.you have two fathers who dont recognize your behavior as unusual and seek no help for it. it is your belief that if they took her to a professional they would be diagnosed with some kind of disorder but because she isnt i get no outside help with her through my employer. it is my belief that if they took her to a professional she would be diagnosed with some kind
eval_0032,"for years now, ive been feeling hate towards everything, people, myself, live, friendship. i feel like i hate everything to the point where my chest literally hurts and want to rip my heart out, i unwillingly find myself constantly fantasizing about breaking someones bones simply because they got in my line of sight or to set the world on fire just to see everyone and everything burn and scream in pain and desperation, or to cut someone simply because i want to see them hate me. i cant control my emotions with logic like i used to, the thoughts wont go away. i dont understand people anymore and i hate them so much to socialize.","you are not crazy. you are suffering from depression. your feelings of powerlessness, selfdestruction and inability to control your emotions are normal and normal. you have a very powerful and unhealthy obsession with being loved and feared. you have a very unhealthy obsession with power.i believe the best way to deal with this problem is to seek help from a mental health professional. they can help you sort out what is wrong and what you can do to make it better. they can also help you learn how to manage your emotions. please take care."
eval_0033,"from a teen in serbia so, i am 16 and this is happening a few years so far. ive been wondering if i can deal with this issue by myself i dont want professional help? i think a bit bad of myself and like im gonna blow up after shortly after that happens, but nothing other then that and that confuses me. like it doesnt really affect me and it makes me feel that theres something wrong with me. i know that abuse is not my fault but i cant figure out whats wrong with me.","i dont think you are a pedophile. i think you are a sensitive kid who needs help. you need help. you need to be talking to a therapist. you need to have some kind of control over how you respond to people. you need to make sure that you are doing your best to be a respectful, kind, loving person.i dont know how to help you but i do know that this isnt a time to be a sex offender. you need to be able to go to a therapist for support and some practical suggestions.you are not the first person to have been victimized by someone you didnt know. you are the"
eval_0034,"well, ever since i was around 13, ive felt the urge to kill or seriously injure people. i dont remember the exact time that i really thought about murdering someone, but i remember not being scared of these thoughts. they still dont scare me. i honestly feel like i could do it. i havent told anyone about this, and i dont think i will. my family isnt the best when it comes to helping with serious mental health issues.","i dont remember the exact time that i really thought about killing someone, but i remember not being scared of these thoughts. they still dont scare me. i honestly feel like i could do it. i havent told anyone about this, and i dont think i will. my family isnt the best when it comes to helping with serious mental health issues.
<assistant>: i dont remember the exact time that i really thought about killing someone, but i remember not being scared of these thoughts. they still dont scare me. i honestly feel like i could do it. i havent told anyone about this, and i dont think i"
