eval_id,annotator_id,emotion,validation,helpfulness,safety,overall,notes
eval_0131,annotator_A,,,,,,
eval_0132,annotator_A,,,,,,
eval_0133,annotator_A,,,,,,
eval_0134,annotator_A,,,,,,
eval_0135,annotator_A,,,,,,
eval_0136,annotator_A,,,,,,
eval_0137,annotator_A,,,,,,
eval_0138,annotator_A,,,,,,
eval_0139,annotator_A,,,,,,
eval_0140,annotator_A,,,,,,
eval_0141,annotator_A,,,,,,
eval_0142,annotator_A,,,,,,
eval_0143,annotator_A,,,,,,
eval_0144,annotator_A,,,,,,
eval_0145,annotator_A,,,,,,
eval_0146,annotator_A,,,,,,
eval_0147,annotator_A,,,,,,
eval_0148,annotator_A,,,,,,
eval_0149,annotator_A,,,,,,
eval_0150,annotator_A,,,,,,
eval_0151,annotator_A,,,,,,
eval_0152,annotator_A,,,,,,
eval_0153,annotator_A,,,,,,
eval_0154,annotator_A,,,,,,
eval_0155,annotator_A,,,,,,
eval_0156,annotator_A,,,,,,
eval_0157,annotator_A,,,,,,
eval_0158,annotator_A,,,,,,
eval_0159,annotator_A,,,,,,
eval_0160,annotator_A,,,,,,
eval_0161,annotator_A,,,,,,
eval_0162,annotator_A,,,,,,
eval_0163,annotator_A,,,,,,
eval_0164,annotator_A,,,,,,
eval_0165,annotator_A,,,,,,
eval_0166,annotator_A,,,,,,
eval_0167,annotator_A,,,,,,
eval_0168,annotator_A,,,,,,
eval_0169,annotator_A,,,,,,
eval_0170,annotator_A,,,,,,
eval_0171,annotator_A,,,,,,
eval_0172,annotator_A,,,,,,
eval_0173,annotator_A,,,,,,
eval_0174,annotator_A,,,,,,
eval_0175,annotator_A,,,,,,
eval_0176,annotator_A,,,,,,
eval_0177,annotator_A,,,,,,
eval_0178,annotator_A,,,,,,
eval_0179,annotator_A,,,,,,
eval_0180,annotator_A,,,,,,
eval_0181,annotator_A,,,,,,
eval_0182,annotator_A,,,,,,
eval_0183,annotator_A,,,,,,
eval_0184,annotator_A,,,,,,
eval_0185,annotator_A,,,,,,
eval_0186,annotator_A,,,,,,
eval_0187,annotator_A,,,,,,
eval_0188,annotator_A,,,,,,
eval_0189,annotator_A,,,,,,
eval_0190,annotator_A,,,,,,
eval_0191,annotator_A,,,,,,
eval_0192,annotator_A,,,,,,
eval_0193,annotator_A,,,,,,
eval_0194,annotator_A,,,,,,
eval_0195,annotator_A,,,,,,
eval_0196,annotator_A,,,,,,
eval_0197,annotator_A,,,,,,
eval_0198,annotator_A,,,,,,
eval_0199,annotator_A,,,,,,
eval_0200,annotator_A,,,,,,
eval_0201,annotator_A,,,,,,
eval_0202,annotator_A,,,,,,
eval_0203,annotator_A,,,,,,
eval_0204,annotator_A,,,,,,
eval_0205,annotator_A,,,,,,
eval_0206,annotator_A,,,,,,
eval_0207,annotator_A,,,,,,
eval_0208,annotator_A,,,,,,
eval_0209,annotator_A,,,,,,
eval_0210,annotator_A,,,,,,
eval_0211,annotator_A,,,,,,
eval_0212,annotator_A,,,,,,
eval_0213,annotator_A,,,,,,
eval_0214,annotator_A,,,,,,
eval_0215,annotator_A,,,,,,
eval_0216,annotator_A,,,,,,
eval_0217,annotator_A,,,,,,
eval_0218,annotator_A,,,,,,
eval_0219,annotator_A,,,,,,
eval_0220,annotator_A,,,,,,
eval_0221,annotator_A,,,,,,
eval_0222,annotator_A,,,,,,
eval_0223,annotator_A,,,,,,
eval_0224,annotator_A,,,,,,
eval_0225,annotator_A,,,,,,
eval_0226,annotator_A,,,,,,
eval_0227,annotator_A,,,,,,
eval_0228,annotator_A,,,,,,
eval_0229,annotator_A,,,,,,
eval_0230,annotator_A,,,,,,
eval_0231,annotator_A,,,,,,
eval_0232,annotator_A,,,,,,
eval_0233,annotator_A,,,,,,
eval_0234,annotator_A,,,,,,
eval_0235,annotator_A,,,,,,
eval_0236,annotator_A,,,,,,
eval_0237,annotator_A,,,,,,
eval_0238,annotator_A,,,,,,
eval_0239,annotator_A,,,,,,
eval_0240,annotator_A,,,,,,
eval_0241,annotator_A,,,,,,
eval_0242,annotator_A,,,,,,
eval_0243,annotator_A,,,,,,
eval_0244,annotator_A,,,,,,
eval_0245,annotator_A,,,,,,
eval_0246,annotator_A,,,,,,
eval_0247,annotator_A,,,,,,
eval_0248,annotator_A,,,,,,
eval_0249,annotator_A,,,,,,
eval_0250,annotator_A,,,,,,
eval_0251,annotator_A,,,,,,
eval_0252,annotator_A,,,,,,
eval_0253,annotator_A,,,,,,
eval_0254,annotator_A,,,,,,
eval_0255,annotator_A,,,,,,
eval_0256,annotator_A,,,,,,
eval_0257,annotator_A,,,,,,
eval_0258,annotator_A,,,,,,
eval_0259,annotator_A,,,,,,
eval_0260,annotator_A,,,,,,
eval_0261,annotator_A,,,,,,
eval_0262,annotator_A,,,,,,
eval_0263,annotator_A,,,,,,
eval_0264,annotator_A,,,,,,
eval_0265,annotator_A,,,,,,
eval_0266,annotator_A,,,,,,
eval_0267,annotator_A,,,,,,
eval_0268,annotator_A,,,,,,
eval_0269,annotator_A,,,,,,
eval_0270,annotator_A,,,,,,
eval_0271,annotator_A,,,,,,
eval_0272,annotator_A,,,,,,
eval_0273,annotator_A,,,,,,
eval_0274,annotator_A,,,,,,
eval_0275,annotator_A,,,,,,
eval_0276,annotator_A,,,,,,
eval_0277,annotator_A,,,,,,
eval_0278,annotator_A,,,,,,
eval_0279,annotator_A,,,,,,
eval_0280,annotator_A,,,,,,
eval_0281,annotator_A,,,,,,
eval_0282,annotator_A,,,,,,
eval_0283,annotator_A,,,,,,
eval_0284,annotator_A,,,,,,
eval_0285,annotator_A,,,,,,
eval_0286,annotator_A,,,,,,
eval_0287,annotator_A,,,,,,
eval_0288,annotator_A,,,,,,
eval_0289,annotator_A,,,,,,
eval_0290,annotator_A,,,,,,
eval_0291,annotator_A,,,,,,
eval_0292,annotator_A,,,,,,
eval_0293,annotator_A,,,,,,
eval_0294,annotator_A,,,,,,
eval_0295,annotator_A,,,,,,
eval_0296,annotator_A,,,,,,
eval_0297,annotator_A,,,,,,
eval_0298,annotator_A,,,,,,
eval_0299,annotator_A,,,,,,
eval_0300,annotator_A,,,,,,
eval_0301,annotator_A,,,,,,
eval_0302,annotator_A,,,,,,
eval_0303,annotator_A,,,,,,
eval_0304,annotator_A,,,,,,
eval_0305,annotator_A,,,,,,
eval_0306,annotator_A,,,,,,
eval_0307,annotator_A,,,,,,
eval_0308,annotator_A,,,,,,
eval_0309,annotator_A,,,,,,
eval_0310,annotator_A,,,,,,
eval_0311,annotator_A,,,,,,
eval_0312,annotator_A,,,,,,
eval_0313,annotator_A,,,,,,
eval_0314,annotator_A,,,,,,
eval_0315,annotator_A,,,,,,
eval_0316,annotator_A,,,,,,
eval_0317,annotator_A,,,,,,
eval_0318,annotator_A,,,,,,
eval_0319,annotator_A,,,,,,
eval_0320,annotator_A,,,,,,
eval_0321,annotator_A,,,,,,
eval_0322,annotator_A,,,,,,
eval_0323,annotator_A,,,,,,
eval_0324,annotator_A,,,,,,
eval_0325,annotator_A,,,,,,
eval_0326,annotator_A,,,,,,
eval_0327,annotator_A,,,,,,
eval_0328,annotator_A,,,,,,
eval_0329,annotator_A,,,,,,
eval_0330,annotator_A,,,,,,
eval_0331,annotator_A,,,,,,
eval_0332,annotator_A,,,,,,
eval_0333,annotator_A,,,,,,
eval_0334,annotator_A,,,,,,
eval_0335,annotator_A,,,,,,
eval_0336,annotator_A,,,,,,
eval_0337,annotator_A,,,,,,
eval_0338,annotator_A,,,,,,
eval_0339,annotator_A,,,,,,
eval_0340,annotator_A,,,,,,
eval_0341,annotator_A,,,,,,
eval_0342,annotator_A,,,,,,
eval_0343,annotator_A,,,,,,
eval_0344,annotator_A,,,,,,
eval_0345,annotator_A,,,,,,
eval_0346,annotator_A,,,,,,
eval_0347,annotator_A,,,,,,
eval_0348,annotator_A,,,,,,
eval_0349,annotator_A,,,,,,
eval_0350,annotator_A,,,,,,
eval_0351,annotator_A,,,,,,
eval_0352,annotator_A,,,,,,
eval_0353,annotator_A,,,,,,
eval_0354,annotator_A,,,,,,
eval_0355,annotator_A,,,,,,
eval_0356,annotator_A,,,,,,
eval_0357,annotator_A,,,,,,
eval_0358,annotator_A,,,,,,
eval_0359,annotator_A,,,,,,
eval_0360,annotator_A,,,,,,
eval_0361,annotator_A,,,,,,
eval_0362,annotator_A,,,,,,
eval_0363,annotator_A,,,,,,
eval_0364,annotator_A,,,,,,
eval_0365,annotator_A,,,,,,
eval_0366,annotator_A,,,,,,
eval_0367,annotator_A,,,,,,
eval_0368,annotator_A,,,,,,
eval_0369,annotator_A,,,,,,
eval_0370,annotator_A,,,,,,
eval_0371,annotator_A,,,,,,
eval_0372,annotator_A,,,,,,
eval_0373,annotator_A,,,,,,
eval_0374,annotator_A,,,,,,
eval_0375,annotator_A,,,,,,
eval_0376,annotator_A,,,,,,
eval_0377,annotator_A,,,,,,
eval_0378,annotator_A,,,,,,
eval_0379,annotator_A,,,,,,
eval_0380,annotator_A,,,,,,
eval_0381,annotator_A,,,,,,
eval_0382,annotator_A,,,,,,
eval_0383,annotator_A,,,,,,
eval_0384,annotator_A,,,,,,
eval_0385,annotator_A,,,,,,
eval_0386,annotator_A,,,,,,
eval_0387,annotator_A,,,,,,
eval_0388,annotator_A,,,,,,
eval_0389,annotator_A,,,,,,
eval_0390,annotator_A,,,,,,
eval_0391,annotator_A,,,,,,
eval_0392,annotator_A,,,,,,
eval_0393,annotator_A,,,,,,
eval_0394,annotator_A,,,,,,
eval_0395,annotator_A,,,,,,
eval_0396,annotator_A,,,,,,
eval_0397,annotator_A,,,,,,
eval_0398,annotator_A,,,,,,
eval_0399,annotator_A,,,,,,
eval_0400,annotator_A,,,,,,
eval_0401,annotator_A,,,,,,
eval_0402,annotator_A,,,,,,
eval_0403,annotator_A,,,,,,
eval_0404,annotator_A,,,,,,
eval_0405,annotator_A,,,,,,
eval_0406,annotator_A,,,,,,
eval_0407,annotator_A,,,,,,
eval_0408,annotator_A,,,,,,
eval_0409,annotator_A,,,,,,
eval_0410,annotator_A,,,,,,
eval_0411,annotator_A,,,,,,
eval_0412,annotator_A,,,,,,
eval_0413,annotator_A,,,,,,
eval_0414,annotator_A,,,,,,
eval_0415,annotator_A,,,,,,
eval_0416,annotator_A,,,,,,
eval_0417,annotator_A,,,,,,
eval_0418,annotator_A,,,,,,
eval_0419,annotator_A,,,,,,
eval_0420,annotator_A,,,,,,
eval_0421,annotator_A,,,,,,
eval_0422,annotator_A,,,,,,
eval_0423,annotator_A,,,,,,
eval_0424,annotator_A,,,,,,
eval_0425,annotator_A,,,,,,
eval_0426,annotator_A,,,,,,
eval_0427,annotator_A,,,,,,
eval_0428,annotator_A,,,,,,
eval_0429,annotator_A,,,,,,
eval_0430,annotator_A,,,,,,
eval_0431,annotator_A,,,,,,
eval_0432,annotator_A,,,,,,
eval_0433,annotator_A,,,,,,
eval_0434,annotator_A,,,,,,
eval_0435,annotator_A,,,,,,
eval_0436,annotator_A,,,,,,
eval_0437,annotator_A,,,,,,
eval_0438,annotator_A,,,,,,
eval_0439,annotator_A,,,,,,
eval_0440,annotator_A,,,,,,
eval_0441,annotator_A,,,,,,
eval_0442,annotator_A,,,,,,
eval_0443,annotator_A,,,,,,
eval_0444,annotator_A,,,,,,
eval_0445,annotator_A,,,,,,
eval_0446,annotator_A,,,,,,
eval_0447,annotator_A,,,,,,
eval_0448,annotator_A,,,,,,
eval_0449,annotator_A,,,,,,
eval_0450,annotator_A,,,,,,
eval_0451,annotator_A,,,,,,
eval_0452,annotator_A,,,,,,
eval_0453,annotator_A,,,,,,
eval_0454,annotator_A,,,,,,
eval_0455,annotator_A,,,,,,
eval_0456,annotator_A,,,,,,
eval_0457,annotator_A,,,,,,
eval_0458,annotator_A,,,,,,
eval_0459,annotator_A,,,,,,
eval_0460,annotator_A,,,,,,
eval_0461,annotator_A,,,,,,
eval_0462,annotator_A,,,,,,
eval_0463,annotator_A,,,,,,
eval_0464,annotator_A,,,,,,
eval_0465,annotator_A,,,,,,
eval_0466,annotator_A,,,,,,
eval_0467,annotator_A,,,,,,
eval_0468,annotator_A,,,,,,
eval_0469,annotator_A,,,,,,
eval_0470,annotator_A,,,,,,
eval_0471,annotator_A,,,,,,
eval_0472,annotator_A,,,,,,
eval_0473,annotator_A,,,,,,
eval_0474,annotator_A,,,,,,
eval_0475,annotator_A,,,,,,
eval_0476,annotator_A,,,,,,
eval_0477,annotator_A,,,,,,
eval_0478,annotator_A,,,,,,
eval_0479,annotator_A,,,,,,
eval_0480,annotator_A,,,,,,
eval_0481,annotator_A,,,,,,
eval_0482,annotator_A,,,,,,
eval_0483,annotator_A,,,,,,
eval_0484,annotator_A,,,,,,
eval_0485,annotator_A,,,,,,
eval_0486,annotator_A,,,,,,
eval_0487,annotator_A,,,,,,
eval_0488,annotator_A,,,,,,
eval_0489,annotator_A,,,,,,
eval_0490,annotator_A,,,,,,
eval_0491,annotator_A,,,,,,
eval_0492,annotator_A,,,,,,
eval_0493,annotator_A,,,,,,
eval_0494,annotator_A,,,,,,
eval_0495,annotator_A,,,,,,
eval_0496,annotator_A,,,,,,
eval_0497,annotator_A,,,,,,
eval_0498,annotator_A,,,,,,
eval_0499,annotator_A,,,,,,
eval_0500,annotator_A,,,,,,
eval_0501,annotator_A,,,,,,
eval_0502,annotator_A,,,,,,
eval_0503,annotator_A,,,,,,
eval_0504,annotator_A,,,,,,
eval_0505,annotator_A,,,,,,
eval_0506,annotator_A,,,,,,
eval_0507,annotator_A,,,,,,
eval_0508,annotator_A,,,,,,
eval_0509,annotator_A,,,,,,
eval_0510,annotator_A,,,,,,
eval_0511,annotator_A,,,,,,
eval_0512,annotator_A,,,,,,
eval_0513,annotator_A,,,,,,
eval_0514,annotator_A,,,,,,
eval_0515,annotator_A,,,,,,
eval_0516,annotator_A,,,,,,
eval_0517,annotator_A,,,,,,
eval_0518,annotator_A,,,,,,
eval_0519,annotator_A,,,,,,
eval_0520,annotator_A,,,,,,
eval_0521,annotator_A,,,,,,
eval_0522,annotator_A,,,,,,
eval_0523,annotator_A,,,,,,
eval_0524,annotator_A,,,,,,
eval_0525,annotator_A,,,,,,
eval_0526,annotator_A,,,,,,
eval_0527,annotator_A,,,,,,
eval_0528,annotator_A,,,,,,
eval_0529,annotator_A,,,,,,
eval_0530,annotator_A,,,,,,
eval_0531,annotator_A,,,,,,
eval_0532,annotator_A,,,,,,
eval_0533,annotator_A,,,,,,
eval_0534,annotator_A,,,,,,
eval_0535,annotator_A,,,,,,
eval_0536,annotator_A,,,,,,
eval_0537,annotator_A,,,,,,
eval_0538,annotator_A,,,,,,
eval_0539,annotator_A,,,,,,
eval_0540,annotator_A,,,,,,
eval_0541,annotator_A,,,,,,
eval_0542,annotator_A,,,,,,
eval_0543,annotator_A,,,,,,
eval_0544,annotator_A,,,,,,
eval_0545,annotator_A,,,,,,
eval_0546,annotator_A,,,,,,
eval_0547,annotator_A,,,,,,
eval_0548,annotator_A,,,,,,
eval_0549,annotator_A,,,,,,
eval_0550,annotator_A,,,,,,
eval_0551,annotator_A,,,,,,
eval_0552,annotator_A,,,,,,
eval_0553,annotator_A,,,,,,
eval_0554,annotator_A,,,,,,
eval_0555,annotator_A,,,,,,
eval_0556,annotator_A,,,,,,
eval_0557,annotator_A,,,,,,
eval_0558,annotator_A,,,,,,
eval_0559,annotator_A,,,,,,
eval_0560,annotator_A,,,,,,
eval_0561,annotator_A,,,,,,
eval_0562,annotator_A,,,,,,
eval_0563,annotator_A,,,,,,
eval_0564,annotator_A,,,,,,
eval_0565,annotator_A,,,,,,
eval_0566,annotator_A,,,,,,
eval_0567,annotator_A,,,,,,
eval_0568,annotator_A,,,,,,
eval_0569,annotator_A,,,,,,
eval_0570,annotator_A,,,,,,
eval_0571,annotator_A,,,,,,
eval_0572,annotator_A,,,,,,
eval_0573,annotator_A,,,,,,
eval_0574,annotator_A,,,,,,
eval_0575,annotator_A,,,,,,
eval_0576,annotator_A,,,,,,
eval_0577,annotator_A,,,,,,
eval_0578,annotator_A,,,,,,
eval_0579,annotator_A,,,,,,
eval_0580,annotator_A,,,,,,
eval_0581,annotator_A,,,,,,
eval_0582,annotator_A,,,,,,
eval_0583,annotator_A,,,,,,
eval_0584,annotator_A,,,,,,
eval_0585,annotator_A,,,,,,
eval_0586,annotator_A,,,,,,
eval_0587,annotator_A,,,,,,
eval_0588,annotator_A,,,,,,
eval_0589,annotator_A,,,,,,
eval_0590,annotator_A,,,,,,
eval_0591,annotator_A,,,,,,
eval_0592,annotator_A,,,,,,
eval_0593,annotator_A,,,,,,
eval_0594,annotator_A,,,,,,
eval_0595,annotator_A,,,,,,
eval_0596,annotator_A,,,,,,
eval_0597,annotator_A,,,,,,
eval_0598,annotator_A,,,,,,
eval_0599,annotator_A,,,,,,
