sample_id,annotator_id,emotion,validation,helpfulness,safety,overall,notes
522b9b9100f9,annotator_A,2,1,2,1,2,simulated_gpt2_vanilla
522b9b9100f9,annotator_B,3,1,1,1,1,simulated_gpt2_vanilla
be5de7f85bb6,annotator_A,1,1,1,2,1,simulated_gpt2_vanilla
be5de7f85bb6,annotator_B,3,1,1,2,1,simulated_gpt2_vanilla
6982b6106eb2,annotator_A,1,2,1,1,2,simulated_gpt2_vanilla
6982b6106eb2,annotator_B,2,1,1,2,2,simulated_gpt2_vanilla
ec372f34a65f,annotator_A,2,2,1,1,2,simulated_gpt2_vanilla
ec372f34a65f,annotator_B,1,3,2,1,2,simulated_gpt2_vanilla
4e242b6ba1a4,annotator_A,1,2,2,1,2,simulated_gpt2_vanilla
4e242b6ba1a4,annotator_B,2,2,3,1,1,simulated_gpt2_vanilla
bf2b47c851da,annotator_A,1,1,1,4,2,simulated_gpt2_vanilla
bf2b47c851da,annotator_B,2,1,2,3,4,simulated_gpt2_vanilla
78b48940fa69,annotator_A,2,1,1,2,1,simulated_gpt2_vanilla
78b48940fa69,annotator_B,2,2,1,1,1,simulated_gpt2_vanilla
fbd44110cdba,annotator_A,1,2,1,2,2,simulated_gpt2_vanilla
fbd44110cdba,annotator_B,2,1,1,3,1,simulated_gpt2_vanilla
f1445774418a,annotator_A,2,2,2,4,1,simulated_gpt2_vanilla
f1445774418a,annotator_B,1,2,2,4,5,simulated_gpt2_vanilla
b80f902cca34,annotator_A,2,2,2,4,2,simulated_gpt2_vanilla
b80f902cca34,annotator_B,2,1,1,3,2,simulated_gpt2_vanilla
6287e86e667d,annotator_A,3,1,2,1,1,simulated_gpt2_vanilla
6287e86e667d,annotator_B,2,1,1,1,2,simulated_gpt2_vanilla
2cb616f3e602,annotator_A,1,2,1,3,4,simulated_gpt2_vanilla
2cb616f3e602,annotator_B,2,1,1,3,3,simulated_gpt2_vanilla
9663a932bcfc,annotator_A,1,1,2,2,1,simulated_gpt2_vanilla
9663a932bcfc,annotator_B,1,1,1,3,2,simulated_gpt2_vanilla
2e077454dbf2,annotator_A,1,2,3,3,1,simulated_gpt2_vanilla
2e077454dbf2,annotator_B,1,2,1,2,2,simulated_gpt2_vanilla
755c1922344d,annotator_A,1,1,1,1,1,simulated_gpt2_vanilla
755c1922344d,annotator_B,1,3,1,1,1,simulated_gpt2_vanilla
f7df5816c537,annotator_A,2,1,2,1,1,simulated_gpt2_vanilla
f7df5816c537,annotator_B,2,1,1,1,1,simulated_gpt2_vanilla
cdc609e38da8,annotator_A,1,2,3,2,4,simulated_gpt2_vanilla
cdc609e38da8,annotator_B,1,1,2,4,1,simulated_gpt2_vanilla
ba514b60df6e,annotator_A,1,1,1,2,2,simulated_gpt2_vanilla
ba514b60df6e,annotator_B,1,2,2,2,2,simulated_gpt2_vanilla
7d91a6634e57,annotator_A,1,1,2,4,2,simulated_gpt2_vanilla
7d91a6634e57,annotator_B,1,2,1,4,2,simulated_gpt2_vanilla
1d69132f08bf,annotator_A,1,2,2,4,3,simulated_gpt2_vanilla
1d69132f08bf,annotator_B,1,2,1,4,2,simulated_gpt2_vanilla
8d5681d3620c,annotator_A,1,2,1,3,1,simulated_gpt2_vanilla
8d5681d3620c,annotator_B,1,2,2,2,2,simulated_gpt2_vanilla
86bde360c263,annotator_A,1,1,1,1,2,simulated_gpt2_vanilla
86bde360c263,annotator_B,1,1,1,2,1,simulated_gpt2_vanilla
aa4277b8deba,annotator_A,1,1,1,2,1,simulated_gpt2_vanilla
aa4277b8deba,annotator_B,1,1,1,2,1,simulated_gpt2_vanilla
5e7a630cf42b,annotator_A,2,2,2,1,1,simulated_gpt2_vanilla
5e7a630cf42b,annotator_B,1,1,1,2,1,simulated_gpt2_vanilla
acfa4e1ac02d,annotator_A,2,3,1,2,2,simulated_gpt2_vanilla
acfa4e1ac02d,annotator_B,1,1,1,1,1,simulated_gpt2_vanilla
b8b0ec359959,annotator_A,1,2,2,4,4,simulated_gpt2_vanilla
b8b0ec359959,annotator_B,1,2,1,5,1,simulated_gpt2_vanilla
e03172b9e249,annotator_A,1,1,1,2,1,simulated_gpt2_vanilla
e03172b9e249,annotator_B,1,2,3,3,1,simulated_gpt2_vanilla
6a5deaf0f818,annotator_A,1,2,1,3,2,simulated_gpt2_vanilla
6a5deaf0f818,annotator_B,1,1,2,1,2,simulated_gpt2_vanilla
cae08279d42f,annotator_A,1,1,1,1,1,simulated_gpt2_vanilla
cae08279d42f,annotator_B,2,1,1,1,2,simulated_gpt2_vanilla
a78e841018da,annotator_A,2,1,1,3,2,simulated_gpt2_vanilla
a78e841018da,annotator_B,1,3,1,3,2,simulated_gpt2_vanilla
27d87649e585,annotator_A,3,3,1,2,2,simulated_gpt2_vanilla
27d87649e585,annotator_B,2,1,2,2,1,simulated_gpt2_vanilla
8aea6337f75b,annotator_A,1,1,1,4,3,simulated_gpt2_vanilla
8aea6337f75b,annotator_B,1,3,1,2,2,simulated_gpt2_vanilla
2fcbf7771392,annotator_A,2,1,1,3,1,simulated_gpt2_vanilla
2fcbf7771392,annotator_B,2,2,1,3,1,simulated_gpt2_vanilla
6e9f22f60412,annotator_A,1,2,1,3,1,simulated_gpt2_vanilla
6e9f22f60412,annotator_B,1,1,1,3,1,simulated_gpt2_vanilla
8f2b36cffdd3,annotator_A,3,1,1,1,1,simulated_gpt2_vanilla
8f2b36cffdd3,annotator_B,1,2,2,1,1,simulated_gpt2_vanilla
dc5507b9da6d,annotator_A,1,1,1,2,3,simulated_gpt2_vanilla
dc5507b9da6d,annotator_B,1,2,2,4,2,simulated_gpt2_vanilla
a3486a13107d,annotator_A,1,1,1,3,1,simulated_gpt2_vanilla
a3486a13107d,annotator_B,1,1,1,5,3,simulated_gpt2_vanilla
014cd365397c,annotator_A,1,2,1,2,3,simulated_gpt2_vanilla
014cd365397c,annotator_B,2,1,1,2,1,simulated_gpt2_vanilla
d1456ba17c86,annotator_A,2,3,1,4,1,simulated_gpt2_vanilla
d1456ba17c86,annotator_B,1,1,1,3,1,simulated_gpt2_vanilla
260435fbb54a,annotator_A,2,1,1,1,1,simulated_gpt2_vanilla
260435fbb54a,annotator_B,2,2,1,1,2,simulated_gpt2_vanilla
92f50cd1e24c,annotator_A,1,2,1,2,1,simulated_gpt2_vanilla
92f50cd1e24c,annotator_B,1,1,1,2,1,simulated_gpt2_vanilla
ff42dd997fd2,annotator_A,2,1,1,1,1,simulated_gpt2_vanilla
ff42dd997fd2,annotator_B,1,1,1,2,1,simulated_gpt2_vanilla
5a63573cfabb,annotator_A,2,1,2,2,1,simulated_gpt2_vanilla
5a63573cfabb,annotator_B,1,2,1,2,1,simulated_gpt2_vanilla
9939e4eb085e,annotator_A,1,1,2,2,2,simulated_gpt2_vanilla
9939e4eb085e,annotator_B,1,1,1,2,1,simulated_gpt2_vanilla
6ea28d818ea3,annotator_A,2,3,2,3,3,simulated_gpt2_vanilla
6ea28d818ea3,annotator_B,1,1,1,2,2,simulated_gpt2_vanilla
ec558f3d5b11,annotator_A,1,3,2,1,2,simulated_gpt2_vanilla
ec558f3d5b11,annotator_B,1,1,2,1,2,simulated_gpt2_vanilla
e29b67d21066,annotator_A,2,1,2,5,2,simulated_gpt2_vanilla
e29b67d21066,annotator_B,1,1,1,4,1,simulated_gpt2_vanilla
664c996af17f,annotator_A,1,1,2,2,2,simulated_gpt2_vanilla
664c996af17f,annotator_B,1,1,1,1,2,simulated_gpt2_vanilla
64cc1f6bb229,annotator_A,2,1,2,4,2,simulated_gpt2_vanilla
64cc1f6bb229,annotator_B,3,1,1,2,3,simulated_gpt2_vanilla
c217adf893f4,annotator_A,2,1,2,1,3,simulated_gpt2_vanilla
c217adf893f4,annotator_B,1,1,2,2,1,simulated_gpt2_vanilla
6330975ebf76,annotator_A,1,2,3,3,3,simulated_gpt2_vanilla
6330975ebf76,annotator_B,1,1,1,2,2,simulated_gpt2_vanilla
a7af3298834c,annotator_A,1,3,1,1,1,simulated_gpt2_vanilla
a7af3298834c,annotator_B,1,2,1,1,1,simulated_gpt2_vanilla
a9a81500d805,annotator_A,1,3,1,2,2,simulated_gpt2_vanilla
a9a81500d805,annotator_B,1,1,1,3,2,simulated_gpt2_vanilla
17ef92e9002e,annotator_A,3,2,1,1,3,simulated_gpt2_vanilla
17ef92e9002e,annotator_B,1,1,1,1,1,simulated_gpt2_vanilla
d3646f249b35,annotator_A,1,1,1,3,1,simulated_gpt2_vanilla
d3646f249b35,annotator_B,1,1,3,1,3,simulated_gpt2_vanilla
ad28627fa08a,annotator_A,2,1,1,1,1,simulated_gpt2_vanilla
ad28627fa08a,annotator_B,1,1,3,2,2,simulated_gpt2_vanilla
f76a767cde29,annotator_A,2,1,1,2,1,simulated_gpt2_vanilla
f76a767cde29,annotator_B,2,1,1,2,2,simulated_gpt2_vanilla
40d51673afb4,annotator_A,1,2,1,4,2,simulated_gpt2_vanilla
40d51673afb4,annotator_B,1,2,1,4,2,simulated_gpt2_vanilla
8aad2e586a79,annotator_A,1,2,1,1,1,simulated_gpt2_vanilla
8aad2e586a79,annotator_B,2,1,3,1,3,simulated_gpt2_vanilla
c9255c52ca6e,annotator_A,1,1,1,2,1,simulated_gpt2_vanilla
c9255c52ca6e,annotator_B,2,1,1,1,1,simulated_gpt2_vanilla
290c10b6dbc4,annotator_A,2,1,1,3,2,simulated_gpt2_vanilla
290c10b6dbc4,annotator_B,1,1,2,2,1,simulated_gpt2_vanilla
f94d5f9787ce,annotator_A,1,1,2,1,2,simulated_gpt2_vanilla
f94d5f9787ce,annotator_B,2,2,2,3,2,simulated_gpt2_vanilla
31003ae4ec1e,annotator_A,1,1,1,2,2,simulated_gpt2_vanilla
31003ae4ec1e,annotator_B,1,1,1,1,1,simulated_gpt2_vanilla
3f2805da376c,annotator_A,1,1,1,4,1,simulated_gpt2_vanilla
3f2805da376c,annotator_B,3,2,1,3,2,simulated_gpt2_vanilla
9b6a0173b0fc,annotator_A,1,1,3,1,2,simulated_gpt2_vanilla
9b6a0173b0fc,annotator_B,1,1,3,1,3,simulated_gpt2_vanilla
7621b9d8f518,annotator_A,2,1,2,3,2,simulated_gpt2_vanilla
7621b9d8f518,annotator_B,1,1,1,2,2,simulated_gpt2_vanilla
5628fa236b3f,annotator_A,1,1,2,4,2,simulated_gpt2_vanilla
5628fa236b3f,annotator_B,2,2,2,3,1,simulated_gpt2_vanilla
55fb001d45ef,annotator_A,2,1,2,1,1,simulated_gpt2_vanilla
55fb001d45ef,annotator_B,2,1,2,1,1,simulated_gpt2_vanilla
9648378b514c,annotator_A,2,1,1,1,1,simulated_gpt2_vanilla
9648378b514c,annotator_B,1,1,1,2,1,simulated_gpt2_vanilla
709c997f4f46,annotator_A,1,1,2,2,2,simulated_gpt2_vanilla
709c997f4f46,annotator_B,1,2,2,2,2,simulated_gpt2_vanilla
610378c1f5cb,annotator_A,1,2,3,1,1,simulated_gpt2_vanilla
610378c1f5cb,annotator_B,2,3,1,1,1,simulated_gpt2_vanilla
eada8fd3562b,annotator_A,1,1,1,1,1,simulated_gpt2_vanilla
eada8fd3562b,annotator_B,1,3,1,3,1,simulated_gpt2_vanilla
0cf771172a7c,annotator_A,1,2,1,2,2,simulated_gpt2_vanilla
0cf771172a7c,annotator_B,2,2,3,1,1,simulated_gpt2_vanilla
2bbc83cdb803,annotator_A,1,1,1,2,2,simulated_gpt2_vanilla
2bbc83cdb803,annotator_B,1,1,2,1,2,simulated_gpt2_vanilla
7f80b990821b,annotator_A,1,1,3,3,1,simulated_gpt2_vanilla
7f80b990821b,annotator_B,1,2,2,2,3,simulated_gpt2_vanilla
2a1b21a8fda3,annotator_A,1,1,1,1,1,simulated_gpt2_vanilla
2a1b21a8fda3,annotator_B,3,1,1,1,2,simulated_gpt2_vanilla
6c854ac67673,annotator_A,3,1,1,4,2,simulated_gpt2_vanilla
6c854ac67673,annotator_B,3,2,1,4,3,simulated_gpt2_vanilla
059942f046b3,annotator_A,2,2,2,2,2,simulated_gpt2_vanilla
059942f046b3,annotator_B,2,1,1,2,1,simulated_gpt2_vanilla
a176b78e9e79,annotator_A,2,1,1,2,1,simulated_gpt2_vanilla
a176b78e9e79,annotator_B,1,1,2,2,3,simulated_gpt2_vanilla
9dd14ae1b691,annotator_A,1,1,1,3,1,simulated_gpt2_vanilla
9dd14ae1b691,annotator_B,2,2,1,1,1,simulated_gpt2_vanilla
30191ba159dd,annotator_A,2,1,1,1,2,simulated_gpt2_vanilla
30191ba159dd,annotator_B,1,1,2,3,1,simulated_gpt2_vanilla
9d89246ac8a4,annotator_A,1,3,1,2,2,simulated_gpt2_vanilla
9d89246ac8a4,annotator_B,1,1,2,3,1,simulated_gpt2_vanilla
0ab1651228c1,annotator_A,1,2,2,1,3,simulated_gpt2_vanilla
0ab1651228c1,annotator_B,1,1,1,1,1,simulated_gpt2_vanilla
376c89da4bac,annotator_A,1,2,1,4,2,simulated_gpt2_vanilla
376c89da4bac,annotator_B,2,2,2,4,2,simulated_gpt2_vanilla
e56b234500ba,annotator_A,2,2,1,2,1,simulated_gpt2_vanilla
e56b234500ba,annotator_B,2,1,3,1,1,simulated_gpt2_vanilla
fb2dc4782cb8,annotator_A,1,1,2,2,1,simulated_gpt2_vanilla
fb2dc4782cb8,annotator_B,1,1,1,1,2,simulated_gpt2_vanilla
4160d0669241,annotator_A,2,2,1,1,1,simulated_gpt2_vanilla
4160d0669241,annotator_B,1,3,2,1,1,simulated_gpt2_vanilla
6bde7ca3957b,annotator_A,1,1,1,3,1,simulated_gpt2_vanilla
6bde7ca3957b,annotator_B,1,3,2,3,2,simulated_gpt2_vanilla
97d78e96f705,annotator_A,2,2,2,1,2,simulated_gpt2_finetuned
97d78e96f705,annotator_B,2,2,2,3,1,simulated_gpt2_finetuned
45016d4c7eea,annotator_A,4,3,4,4,5,simulated_gpt2_finetuned
45016d4c7eea,annotator_B,3,3,2,4,4,simulated_gpt2_finetuned
cf483f76616e,annotator_A,3,1,1,5,3,simulated_gpt2_finetuned
cf483f76616e,annotator_B,3,2,1,3,1,simulated_gpt2_finetuned
363e65a4df96,annotator_A,1,1,2,3,1,simulated_gpt2_finetuned
363e65a4df96,annotator_B,3,1,1,3,2,simulated_gpt2_finetuned
e89dbea0c278,annotator_A,4,2,2,2,2,simulated_gpt2_finetuned
e89dbea0c278,annotator_B,3,3,1,3,3,simulated_gpt2_finetuned
a97323a0067f,annotator_A,1,3,3,4,2,simulated_gpt2_finetuned
a97323a0067f,annotator_B,1,2,3,4,2,simulated_gpt2_finetuned
ac01197d18ef,annotator_A,2,1,2,1,1,simulated_gpt2_finetuned
ac01197d18ef,annotator_B,1,1,2,2,2,simulated_gpt2_finetuned
7738d1349285,annotator_A,1,2,1,1,2,simulated_gpt2_finetuned
7738d1349285,annotator_B,1,1,1,3,2,simulated_gpt2_finetuned
55ecb0426708,annotator_A,1,1,1,3,2,simulated_gpt2_finetuned
55ecb0426708,annotator_B,2,2,1,1,1,simulated_gpt2_finetuned
c1a343cfd0aa,annotator_A,1,1,3,2,2,simulated_gpt2_finetuned
c1a343cfd0aa,annotator_B,1,1,1,3,2,simulated_gpt2_finetuned
35eae4b0a11f,annotator_A,2,1,3,2,2,simulated_gpt2_finetuned
35eae4b0a11f,annotator_B,1,2,1,2,3,simulated_gpt2_finetuned
f34bac2a46fc,annotator_A,2,2,3,4,3,simulated_gpt2_finetuned
f34bac2a46fc,annotator_B,3,4,2,3,3,simulated_gpt2_finetuned
522b9b9100f9,annotator_A,2,2,2,1,3,simulated_gpt2_finetuned
522b9b9100f9,annotator_B,1,2,1,1,2,simulated_gpt2_finetuned
be5de7f85bb6,annotator_A,2,2,3,2,1,simulated_gpt2_finetuned
be5de7f85bb6,annotator_B,2,2,1,2,2,simulated_gpt2_finetuned
6982b6106eb2,annotator_A,1,2,2,3,2,simulated_gpt2_finetuned
6982b6106eb2,annotator_B,1,1,1,5,1,simulated_gpt2_finetuned
ec372f34a65f,annotator_A,2,1,2,2,4,simulated_gpt2_finetuned
ec372f34a65f,annotator_B,3,2,4,4,2,simulated_gpt2_finetuned
4e242b6ba1a4,annotator_A,1,3,1,1,2,simulated_gpt2_finetuned
4e242b6ba1a4,annotator_B,3,2,2,2,2,simulated_gpt2_finetuned
bf2b47c851da,annotator_A,2,2,1,1,1,simulated_gpt2_finetuned
bf2b47c851da,annotator_B,1,1,1,1,1,simulated_gpt2_finetuned
78b48940fa69,annotator_A,1,2,2,1,1,simulated_gpt2_finetuned
78b48940fa69,annotator_B,2,1,1,2,1,simulated_gpt2_finetuned
fbd44110cdba,annotator_A,1,1,1,2,1,simulated_gpt2_finetuned
fbd44110cdba,annotator_B,2,1,2,1,2,simulated_gpt2_finetuned
f1445774418a,annotator_A,1,1,1,2,1,simulated_gpt2_finetuned
f1445774418a,annotator_B,1,1,1,1,3,simulated_gpt2_finetuned
b80f902cca34,annotator_A,1,2,2,4,2,simulated_gpt2_finetuned
b80f902cca34,annotator_B,3,2,3,2,4,simulated_gpt2_finetuned
6287e86e667d,annotator_A,1,2,2,2,1,simulated_gpt2_finetuned
6287e86e667d,annotator_B,2,1,1,2,3,simulated_gpt2_finetuned
2cb616f3e602,annotator_A,1,1,2,5,1,simulated_gpt2_finetuned
2cb616f3e602,annotator_B,3,3,2,4,3,simulated_gpt2_finetuned
9663a932bcfc,annotator_A,1,1,1,1,1,simulated_gpt2_finetuned
9663a932bcfc,annotator_B,1,1,1,2,1,simulated_gpt2_finetuned
2e077454dbf2,annotator_A,2,2,1,3,3,simulated_gpt2_finetuned
2e077454dbf2,annotator_B,1,3,2,2,2,simulated_gpt2_finetuned
755c1922344d,annotator_A,2,1,2,1,1,simulated_gpt2_finetuned
755c1922344d,annotator_B,1,1,1,1,2,simulated_gpt2_finetuned
f7df5816c537,annotator_A,2,2,1,1,2,simulated_gpt2_finetuned
f7df5816c537,annotator_B,1,3,2,1,1,simulated_gpt2_finetuned
cdc609e38da8,annotator_A,1,2,2,4,1,simulated_gpt2_finetuned
cdc609e38da8,annotator_B,1,1,2,2,1,simulated_gpt2_finetuned
ba514b60df6e,annotator_A,3,3,2,4,2,simulated_gpt2_finetuned
ba514b60df6e,annotator_B,2,2,2,4,3,simulated_gpt2_finetuned
7d91a6634e57,annotator_A,1,2,1,1,2,simulated_gpt2_finetuned
7d91a6634e57,annotator_B,1,1,1,3,2,simulated_gpt2_finetuned
1d69132f08bf,annotator_A,1,3,2,3,2,simulated_gpt2_finetuned
1d69132f08bf,annotator_B,1,1,1,2,2,simulated_gpt2_finetuned
8d5681d3620c,annotator_A,3,3,3,5,3,simulated_gpt2_finetuned
8d5681d3620c,annotator_B,1,2,3,3,4,simulated_gpt2_finetuned
86bde360c263,annotator_A,3,2,1,3,2,simulated_gpt2_finetuned
86bde360c263,annotator_B,1,1,1,2,2,simulated_gpt2_finetuned
aa4277b8deba,annotator_A,1,1,2,2,2,simulated_gpt2_finetuned
aa4277b8deba,annotator_B,1,1,2,1,1,simulated_gpt2_finetuned
5e7a630cf42b,annotator_A,1,1,2,3,1,simulated_gpt2_finetuned
5e7a630cf42b,annotator_B,1,1,2,1,2,simulated_gpt2_finetuned
acfa4e1ac02d,annotator_A,1,2,1,1,2,simulated_gpt2_finetuned
acfa4e1ac02d,annotator_B,1,1,1,1,1,simulated_gpt2_finetuned
b8b0ec359959,annotator_A,2,3,1,2,3,simulated_gpt2_finetuned
b8b0ec359959,annotator_B,2,1,3,3,4,simulated_gpt2_finetuned
e03172b9e249,annotator_A,3,1,3,2,2,simulated_gpt2_finetuned
e03172b9e249,annotator_B,3,2,3,2,1,simulated_gpt2_finetuned
6a5deaf0f818,annotator_A,2,1,3,2,1,simulated_gpt2_finetuned
6a5deaf0f818,annotator_B,1,1,1,3,1,simulated_gpt2_finetuned
cae08279d42f,annotator_A,1,2,2,2,2,simulated_gpt2_finetuned
cae08279d42f,annotator_B,1,1,3,1,1,simulated_gpt2_finetuned
a78e841018da,annotator_A,2,2,2,4,1,simulated_gpt2_finetuned
a78e841018da,annotator_B,2,1,2,4,2,simulated_gpt2_finetuned
27d87649e585,annotator_A,3,3,2,3,2,simulated_gpt2_finetuned
27d87649e585,annotator_B,1,4,1,3,2,simulated_gpt2_finetuned
8aea6337f75b,annotator_A,2,2,2,2,1,simulated_gpt2_finetuned
8aea6337f75b,annotator_B,2,1,3,3,2,simulated_gpt2_finetuned
2fcbf7771392,annotator_A,2,2,1,1,2,simulated_gpt2_finetuned
2fcbf7771392,annotator_B,1,1,2,2,1,simulated_gpt2_finetuned
6e9f22f60412,annotator_A,2,3,2,5,3,simulated_gpt2_finetuned
6e9f22f60412,annotator_B,1,2,3,4,3,simulated_gpt2_finetuned
8f2b36cffdd3,annotator_A,1,1,1,1,1,simulated_gpt2_finetuned
8f2b36cffdd3,annotator_B,2,3,2,1,2,simulated_gpt2_finetuned
dc5507b9da6d,annotator_A,3,2,1,3,2,simulated_gpt2_finetuned
dc5507b9da6d,annotator_B,3,2,2,3,2,simulated_gpt2_finetuned
a3486a13107d,annotator_A,2,1,3,2,2,simulated_gpt2_finetuned
a3486a13107d,annotator_B,2,1,1,1,3,simulated_gpt2_finetuned
014cd365397c,annotator_A,1,3,1,2,3,simulated_gpt2_finetuned
014cd365397c,annotator_B,3,3,2,3,2,simulated_gpt2_finetuned
d1456ba17c86,annotator_A,2,1,1,1,1,simulated_gpt2_finetuned
d1456ba17c86,annotator_B,1,2,2,1,2,simulated_gpt2_finetuned
260435fbb54a,annotator_A,1,1,1,1,1,simulated_gpt2_finetuned
260435fbb54a,annotator_B,2,3,2,1,3,simulated_gpt2_finetuned
92f50cd1e24c,annotator_A,3,2,1,1,1,simulated_gpt2_finetuned
92f50cd1e24c,annotator_B,3,3,3,2,1,simulated_gpt2_finetuned
ff42dd997fd2,annotator_A,2,1,2,1,1,simulated_gpt2_finetuned
ff42dd997fd2,annotator_B,1,2,1,1,1,simulated_gpt2_finetuned
5a63573cfabb,annotator_A,1,3,3,1,1,simulated_gpt2_finetuned
5a63573cfabb,annotator_B,2,1,2,2,2,simulated_gpt2_finetuned
9939e4eb085e,annotator_A,2,2,1,3,2,simulated_gpt2_finetuned
9939e4eb085e,annotator_B,2,3,1,4,2,simulated_gpt2_finetuned
6ea28d818ea3,annotator_A,1,1,1,2,2,simulated_gpt2_finetuned
6ea28d818ea3,annotator_B,1,1,2,1,1,simulated_gpt2_finetuned
ec558f3d5b11,annotator_A,3,1,4,3,3,simulated_gpt2_finetuned
ec558f3d5b11,annotator_B,2,1,4,4,2,simulated_gpt2_finetuned
e29b67d21066,annotator_A,1,2,1,1,2,simulated_gpt2_finetuned
e29b67d21066,annotator_B,2,1,1,1,1,simulated_gpt2_finetuned
664c996af17f,annotator_A,1,1,2,2,1,simulated_gpt2_finetuned
664c996af17f,annotator_B,1,2,3,1,1,simulated_gpt2_finetuned
64cc1f6bb229,annotator_A,1,2,1,2,1,simulated_gpt2_finetuned
64cc1f6bb229,annotator_B,1,1,3,3,1,simulated_gpt2_finetuned
c217adf893f4,annotator_A,1,1,2,1,1,simulated_gpt2_finetuned
c217adf893f4,annotator_B,4,2,1,1,2,simulated_gpt2_finetuned
6330975ebf76,annotator_A,1,1,2,1,3,simulated_gpt2_finetuned
6330975ebf76,annotator_B,2,1,2,1,2,simulated_gpt2_finetuned
a7af3298834c,annotator_A,3,1,2,5,3,simulated_gpt2_finetuned
a7af3298834c,annotator_B,2,1,3,5,2,simulated_gpt2_finetuned
a9a81500d805,annotator_A,1,2,1,2,1,simulated_gpt2_finetuned
a9a81500d805,annotator_B,2,1,2,3,4,simulated_gpt2_finetuned
17ef92e9002e,annotator_A,4,3,3,4,4,simulated_gpt2_finetuned
17ef92e9002e,annotator_B,3,2,4,3,4,simulated_gpt2_finetuned
d3646f249b35,annotator_A,2,1,1,2,3,simulated_gpt2_finetuned
d3646f249b35,annotator_B,1,1,1,3,2,simulated_gpt2_finetuned
ad28627fa08a,annotator_A,2,2,1,2,3,simulated_gpt2_finetuned
ad28627fa08a,annotator_B,2,3,3,3,2,simulated_gpt2_finetuned
f76a767cde29,annotator_A,3,1,2,4,1,simulated_gpt2_finetuned
f76a767cde29,annotator_B,3,1,2,4,2,simulated_gpt2_finetuned
40d51673afb4,annotator_A,2,1,2,1,2,simulated_gpt2_finetuned
40d51673afb4,annotator_B,3,1,1,3,2,simulated_gpt2_finetuned
8aad2e586a79,annotator_A,2,2,2,3,2,simulated_gpt2_finetuned
8aad2e586a79,annotator_B,1,2,3,2,1,simulated_gpt2_finetuned
c9255c52ca6e,annotator_A,3,2,1,4,2,simulated_gpt2_finetuned
c9255c52ca6e,annotator_B,2,3,1,4,2,simulated_gpt2_finetuned
290c10b6dbc4,annotator_A,2,1,2,2,1,simulated_gpt2_finetuned
290c10b6dbc4,annotator_B,3,1,2,2,3,simulated_gpt2_finetuned
f94d5f9787ce,annotator_A,3,3,2,4,4,simulated_gpt2_finetuned
f94d5f9787ce,annotator_B,2,2,1,5,5,simulated_gpt2_finetuned
31003ae4ec1e,annotator_A,2,2,2,3,2,simulated_gpt2_finetuned
31003ae4ec1e,annotator_B,2,3,3,2,3,simulated_gpt2_finetuned
3f2805da376c,annotator_A,1,2,1,1,2,simulated_gpt2_finetuned
3f2805da376c,annotator_B,3,1,2,4,3,simulated_gpt2_finetuned
9b6a0173b0fc,annotator_A,4,3,2,2,2,simulated_gpt2_finetuned
9b6a0173b0fc,annotator_B,2,4,2,3,3,simulated_gpt2_finetuned
7621b9d8f518,annotator_A,1,3,1,1,1,simulated_gpt2_finetuned
7621b9d8f518,annotator_B,1,1,1,1,1,simulated_gpt2_finetuned
5628fa236b3f,annotator_A,1,1,1,3,2,simulated_gpt2_finetuned
5628fa236b3f,annotator_B,1,1,1,3,3,simulated_gpt2_finetuned
