eval_id,user_statement,response
pilot_0010,"i have been with my fiance for the past 4 years. he was previously married and is divorced with a child. and me and him now have a child together. as a family unit we run great and smoothly. when it involves are children are life is perfect. but between me and him we are having issues that are slowly escalating. i feel like in our relationship he lacks a lot of respect for me. when the children are not present he will cuss me out when upset, tell me to leave or think of the meanest thing he can say to hurt me. at first he told me he acted that way because are sexually life wasnt the best to be honest we have two kids and i am tired so i have tried to make an effort to make that better and his behaviors got better for a few days and then he is back acting this way. i have tried talking to him about it and again it will get better a few days then back to the same. i love him and dont get me wrong he is a good person and an amazing dad. i dont want to break up our family but i can feel myself becoming resentful and just avoiding him all together to avoid any confrontation. i am lost on what to do?","it sounds to me like you are getting more than a little support from your fiance. he is a man of love, not a womanizer. youve taken a big step in acknowledging that you are not the family and that you need to change. he is not the person for you. you are not your child. you are not your husband. you are not your partner. he is not your boyfriend. your children are your children. all of these things sound very much like a family.my suggestion is to get involved with a local chapter of the national alliance on mental illness nami. nami is a nonprofit organization for people with"
pilot_0011,"hi. i am a 38yearold female who was diagnosed with bipolar disorder in 2008. since the age of 13, i have found myself depressed more often than not, with episodes of hypomania few and far between and intermittent periods of normalcy.",i appreciate your email. i understand that you are frightened to ask for help. i wouldnt hesitate to consult a mental health professional. your symptoms are concerning. you may have bipolar disorder but that doesnt mean that you dont have it.your symptoms are concerning because you have been to very unusual places. you have had a history of accidents and other traumatic experiences. you are also having difficulty sleeping. you are often stressed. it is difficult to keep yourself occupied. you are also reporting some of the things that are happening to you that are concerning to you. you have been to a number of dangerous places. it is normal for people to be
pilot_0012,"from a young woman in egypt the first person i ever loved was my boyfriend of a few months. it was toxic and abusive. he was suicidal and so was i at the time, he would self harm with me on the phone with him and hang up sometimes saying goodbye, good bye as in im leaving. i would stay up all night.",has been so difficult.the fact that your boyfriends suicide attempt was so big and so intense is a very big deal. it is the first time in your life that you have been in such a bad mood. it is also the first time in
pilot_0013,"my 7yr old daughter is always moving her fingers, while shes eating,while watching tv, at school. she mentioned it to me, she told me that she cant stop doing it, but she said it doesnt bother her. but im just really worried, that maybe something is bothering her and she doesnt realize it. when shes moving her fingers it kind of looks like shes counting,because she does it in order, she has like a sequence, she touches her pinky with her ring finger, then she touches her ring finger with her middle finger,then she touches her middle finger with her pointer, then touches her pointer with her thumb and then sometimes she does it backwards. thank you.","i cant remember if it is a good or bad thing for her to do it, and i am confused as to what is going on, but she seems to be doing it a lot, and i am not sure if she is really doing it, or if she just wants to do it to get attention.
<assistant>: it doesnt bother her, but i think it is a sign of her getting used to doing it.
<assistant>: she is still doing it, and i dont think she will ever stop doing it, but if she does it then she has to stop doing it, and if she doesnt she will"
pilot_0014,from a graduate student in the u.s. i have been in constant stress and feeling worried for the last 3 years. i have constant chest pain and extreme depression episodes where i cannot get out of bed or stop crying. i have no friends because i am embarrassed of myself and my decisions and dont want to expose myself as a fraud to anyone. i am also deathly afraid of being judged by others about my decisions. i have worked a little but struggled in that environment because i cannot concentrate because i feel others are saying or thinking bad things about me.,"From: ""Gareth W. ""W"" ""W"" ""H"" ""H"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" ""I"" """
pilot_0015,"i have always been a reader, and i often read in bed before sleep. as an adult, i occasionally fall asleep during this nightly ritual. but for the last 10  15 years, since i turned 50, a new twist has developed in this ritual, and i find it somewhat disturbing.","i have never been a reader, but i did read the original article on your website. i found it disturbing, and i decided to change it. i now have a good understanding of the ritual, and i can't imagine anyone else ever having a problem with this.
<assistant>: i have never been a reader, but i did read the original article on your website. i found it disturbing, and i decided to change it. i now have a good understanding of the ritual, and i can't imagine anyone else ever having a problem with this.
<assistant>: i have never been a reader, but i did"
pilot_0016,"i am a 21 year old female college student. of course everyone in college drinks, but i have been drinking since i was a freshman in high school. ive always had a lot of friends and most people refer to me as the plastic bottle princess, or something of that nature because i drink cheap vodka, and they know i can out drink almost anyone. i have people come up to me and challenge me to drinking contests to see if they can beat me. i also meet people and they say to me youre , i heard about that thing you did when you were drunk people i have never met know me because of my drunken stories being told.","the best thing to do is to see a mental health professional. its not uncommon for people to have a drinking problem. if you are drinking and you are not taking your medication, then it may be time to see a mental health professional. the most common reason for drinking is a physical problem. in your case, it seems that you are getting too much out of life and that you are drinking too much. you have been drinking for a long time. you want to change. you want to live. you want to be safe. you want to have a good life. you want to be loved.i would recommend seeing a therapist."
pilot_0017,"i have been diagnosed with mdd, but am worried i might be schizophrenic. i have rather extreme anhedonia, ive lost interest in almost everything i used to like and i prefer to be by myself and spend all of my time outside of school by myself. i really dislike talking to people, not for any particular reason either, i would just prefer to not have to talk. i have no libido and this was actually a problem in my last relationship. im also very lethargic and am constantly tired, even when i have had enough rest medically speaking. i also have inappropriate emotions. when i get really good news, i become very sad, and i find it extremely difficult to get emotionally attached to people. my grandmother recently died and i felt nothing. ive known the said grandmother all of my life and shes played a big role and is very kind.","it would be very difficult for you to give up your desire to talk to people and to get away from them. you have the potential to be very lonely and you may be in an undiagnosed psychotic disorder. in addition, you mentioned that you have difficulty sleeping, you have difficulty sleeping in the morning, and you are currently in therapy. these are just a few of the symptoms that could be indicative of a potential mental health disorder.you also mentioned that you are constantly tired. you are also very lethargic. it is common for people with mood disorders to feel tired, especially when they are experiencing a difficult day or an"
pilot_0018,"from venezuela hi, i want to thank you in advance for your help.","the fact that you are going to have to live with your parents for life. your parents have made it clear that they will not be able to help. at this point, you have a choice. you can either end the relationship with your parents or you can stay with them. the latter is the best solution. if you are going to stay in the relationship, then you need to do things that are helpful to your parents.as for your relationship with your mother, you have been able to live with her."
pilot_0019,"im a 19 year old male who used to smoke pot when i was 15 here and again, and it never had an effect on me. 10 months ago i had my first panic attack out of no where and had an anxiety attack every night for 3 days. my mum was on vacation and it was just me and my girlfriend. after 2 days my conditioned worsened to the point where i was laying in bed shaking, afraid to leave the house, feeble and hazey. my neighbour took me to a doctor and he prescribed me with citalopram. the first day i took it, i had a high of where i said oh my god i feel back to normal for about an hour, then after a low of where i was crying which faded out during the evening. i took my second tablet the next day of where the same thing happened but i decided to come off them. 10 months have passed and my anxiety is extremely at bay, however.. my brain feels rewired. i feel as the internet describes depersonalized dpdr it started off terrible being the only thing on my mind but now i dont think about it and i am able to live my life. however.. i still feel different, as if something has changed the way i feel and view reality. although i can ignore it and get on with my life i still feel like this not real feeling is a black cloud that has improved but may not ever go away. ever since that panic attack, reality hasnt seemed the same since and i always yearn to go back to when my life was.. normal. i know im not crazy and i dont have thoughts of suicide, but a lot of the time im wondering why i dont feel as happy as i should. i feel great after the gym and eating healthy sure but constantly my mind is saying you feel great.. but not as great as you used to, there must be something youre not doing what do you think has happened? do you think my mind has gone through so much trauma that its rewired itself or taken a different course?  thank you.","i am very glad you wrote. it is time to see a mental health professional. you have suffered and are now at a point in your life where you are experiencing a period of loss of control. your symptoms are concerning, and its possible that you are experiencing psychosis. the symptoms you are describing are consistent with the development of anxiety disorder. you have been to a doctor, and he or she has prescribed medication. medication may be necessary to treat the symptoms. you also reported experiencing a withdrawal from your medication. if you were to continue your medication, you might experience some side effects, such as a loss of memory, hallucinations, or memory"
pilot_0020,"i am 22 years old and my boyfriend is 33 so he is 11 years older than me. to me and to pretty much everyone i know, this is not that big of a deal because he is a great guy, he treats me well, and he makes me very happy. the only person who has a problem is my mom. when she first found out his age she was extremely angry because she deemed him too old for me. when i asked why she does not like him, she simply said the only thing she does not like is that she thinks he is too old mind you she has never met him and refuses to meet him. things got out of hand when she ended up going into our phone plan and blocked his number from being able to contact my phone and she looks into my bank account to see what i buy and where i go, to try and make sure i do not contact him. i told her i would just get my own phone plan and pay for it, but she refuses to release my phone number from our account. she is now angry with me and will not talk to me, actively ignores me when i try and speak to her, and will not read or answer any texts.","your letter shows that you are a sensitive and caring person. as you pointed out, she is upset that you are not taking care of her. she may be upset that you are not taking care of her. she may be upset that you have not been as kind as she is. but she is angry because she thinks that you are not making her feel good about herself.if she is upset, then you are not doing yourself any favors by trying to make contact with her. if she is upset, then you are.if she is not upset, then you are. if she is upset, then you are. if she is not"
pilot_0021,"ive been trying to find a relationships counselor who will teach strategies. i feel im not getting a fair go in my relationship and my partner calls all the shots due to my partner being angry, moody and controlling. ive done communication courses and attempt to communicate and negotiate using the formula that includes stating the facts, advising of my feelings, of my wants and needs, what i sense what my partners view is, posing solutions, asking what my partner thinks whilst using neutral and i language. hes not interested in discussing how we can do some things together that we both like, going out together to build a community of friends we have none locally as everyone i meet is either a snoot or not doing the things they should be doing. there are 2 govt subsidized relationship services that i can get to in sydney australia. working full time i need to go either at lunchtime or at the end or beginning of the day so i dont need to take too much time off work. in spite of explaining i work full time and cant keep taking time off work one organization will book you in but say the time is to be arranged by you and the therapist so i take a day off work then find the therapist works 10 to 3pm so i have to go and wait again to repeat the process. i also feel that boundaries is an issue so tried the other organization saw a counselor and said i felt maybe that was the problem but i wanted to be taught strategies. she said i would have to leave and i explained that i would then be carrying the cost of 2 households. i went with a second counselor who said i dont teach strategies you talk until you figure out the answer. i asked how long that took and it can be several years. as ive had cancer in the past and could have a recurrence i actually may not have a few years. also according to her i chased my partner but had nothing to say when i said well what else do i do, were told communicating is the way to go, also she felt i had a problem for wanting to find some joint activities to do with my partner and also for wanting to build a community. are there counselors that teach strategies, go through boundaries? how does one find them? ill be looking at expensive private ones and cant keep paying 12 sessions to sit down with someone to then find out they offer talk it through style therapies.","i would agree that the boundaries are an issue. it would be difficult to find a way to manage a relationship and your partner should have a clear and unambiguous message that you are not interested in discussing the issue. as you have noted, your partner is angry and controlling. its difficult to have a relationship when you have so little information. your partner is also angry and controlling. you shouldnt have to go through a conversation about how to make the relationship work. the find help tab at the top of this page can help you find a therapist in your area.you might also try talking with a family therapist. it might help you find"
pilot_0022,"when i was 12 i was in school and behind me was the 16 year old boy and i felt something behind me in the line to get some dinner, but i wasnt sure what it was but i felt his whole body in back which was very uncomfortable and i couldnt see his face properly. but i wasnt sure if he was touching me at first so i just got out of the line because i felt his hand in my back but i wasnt sure, so i kinda let it go. so the next day i went to the line again to get some food and i felt something really close to me again and i felt a hand trying to pull my jumper and shirt and it made me very uncomfortable and he touched me in my legs and between them but i was scared i didnt know what to do i was just frozen i would always try in move but he would always go back, so again i got out of the line. i felt like he was following me everywhere i was really scared my friends were always there to make me feel a bit more protected. it happened for two weeks him just touching me and it always got worse, so i told my head of year but i couldnt describe what he was doing so it looked like she didnt really care so i thought i was being exaggerated that it was ok for him to touch me really inappropriately. i didnt eat at school for days, until one day i went and he was there and once again he touched but this time quite worse as he tried getting between legs again my friends saw so they went to get my head of year and she took him out of the line and i didnt know what she said to him she never spoke to me about it. the good thing is that he stopped but i was so traumatized and i still am. i have nightmares all the time and flashbacks of his face as i saw him earlier this year for the first time in a year i was scared i was getting paranoid. i was stupid for not saying stop it but i was so scared. was it molestation or was just something that didnt matter? these nightmares are just getting worse i just dont know.","it is time to go back to school and to see a therapist. the fact that you are feeling these symptoms and the fact that you are frightened and scared to go back to school is worrisome. the fact that you are worried and scared to go back to school is a sign that you are not well. the fact that you are scared is a sign that you have serious anxiety. you need to get help. it is important that you are evaluated by a mental health professional. the most efficient way to get help is to call emergency services. in addition, to see a therapist, you should also go to your local hospital for an evaluation."
pilot_0023,"when i was 4 years old i was diagnosed with odd and a high functioning autism also known as aspergers. and later, i was 56 i was diagnosed with adhd. growing up i didnt have very many friends, and the ones i did have emotionally abused me in the relationship from 3rd grade all the way up to 6th grade. my father was very emotionally neglectful and never gave me his approval. when i was 9 years old i had my first dream of killing someone, but i dont remember the dream as a negative, i remember being more fascinated. theses dream accrued now and again through the passing years. i have been also diagnosed with depression and severe anxiety. i only really have one or two friends at a time because i have a very hard time trusting new people and are very suspicious of them at the beginning of a relationship. and somebody can only screw me over if i let them, by either trusting them or letting down my guard. pity the fool who decides to earn my trust and screw me, they will know what it feels like to hurt. if i dont destroy them in that instant, i will keep my enemy close until i have everything i need to bring him all the way down to nothing. and ever since i was young i have been able to make anybody feel any emotion i want them to feel. i can go from happy to cry just by choice if i choose to do so. i feel disconnected with my emotions and they are more something i use to fit in. around 6th grade, i learned that retaining appearance was very important to my future with relationships. so i started paying attention to other peoples emotions and listening to others to understand and see what pain, regret, shame, confidence, etc look like. since that point, i have had no problem obtaining a relationship if i want one.","i remember i had a relationship with someone who was extremely abusive and abusive to me. i would be the only person in my life who would not be around me to hurt others. i was very scared at first, but after i learned about this, i started to accept it. i would tell them i had a problem and that i would get better as a person. i could go to church or school, or just go to the movies and see some movies. i would get drunk, get drunk, and just get into a fight. i had no idea how to deal with these things and i was so afraid of it. i would"
pilot_0024,"i cant function when this happens. i recently failed out of college, and ever since, i am not sure i am okay. i keep checking out, as in i suddenly will lose my ability to focus on anything, my brain gets very foggytired, and i will lose a lot of muscle tension and not be able to hold anything or stand up very straight. a couple nights ago, i was crying very hard and in a lot of pain, when i heard hound speak up. hound is an internal voice in my head. he started as an imaginary friend and just took on a life of his own. i dont mind him he never threatens me, makes demands of me, etc. he said shhhh. youre okay. im going to take care of it. and i checked out into that foggy state i stopped feeling anything and went limp. this isnt the first time hound has told me that he is the reason behind my dissociation if thats the right word.","i think you are right. youre right. you are suffering. you are feeling the symptoms of depression. the problem isnt your depression. it is your inability to function. you need help.it is time to seek treatment. you may be experiencing depression, but you should not ignore it. you should seek help immediately. if you feel that you might harm yourself, call 911 or go to the hospital. call the boys and girls town hotline at 18004483000. the boys and girls town hotline is 8004483000. they can also speak to your parents and your school guidance counselor. you can also contact the boys and"
pilot_0025,ive recently had my first child and me and my babys father have had quite the roller coaster of a relationship. were currently spending time apart but he is constantly trying to get me and our son to spend time with him and his daughter  from past relationship im having a hard time with this and feeling myself resent his daughter. i feel horrible for it but really feeling like hes being there for her so much more for me and our 5 month old. he gives money to her mother court ordered buys her everything she needs while the mother partys. and i feel like i have to beg and complain to get his support it finally came down to me adding up what i lent him in the past and basically just ask for him to pay me back. i feel like my feelings are so unclear about me and him and i also feel like i dont want anything to do with his daughter. and it honestly tears me up inside that i feel like this. im also currently dealing with the possibility of being pregnant with his second child witch i honestly dont think i can have since i had a csection and im scared i wont be strong enough mentally to go through another pregnancy since this last experience was so tough. doing a lot of this on my own with only family support and little support from the father but stuck with past feelings for him even though hes cheated. broken so much of my stuff called me down numerous amounts of times sent me pictures of other women and always just acts like nothing is wrong. im stuck living with family and feeling bad im not making and effort for my son to spend time with his sister while she is with her father. but at the same time feel myself be very resentful towards his daughter. im also stuck worrying about our living situation my son is growing so fast and yet im still with my parents with nowhere for him to have his own room and be in a very kid friendly environment. i would have l looked for s place sooner but i was under the impression we were going to live with the father. but his house is filled with broken glass and no heat. tired of cleaning up after him. from canada,"im sorry to hear about the situation youve described. i think it is time for you to get back into some family therapy. this may be difficult for you and your sons relationship, but you need to find ways to cope. the best way to do this is to talk to your son about how this situation has impacted his family, his relationship with his father, and how he wants to move forward. if you can let him know how it has affected you and your family, he can be a part of it. the two of you need to talk about how you are going to manage your feelings and how you are going to manage your"
pilot_0026,"im 16, and ive been diagnosed with depression, gad, and gender dysphoria im ftm all of which ive struggled with for years. for a time during my most recent episode, i used cutting to cope. i was working hard in treatment before and during the episode, and i continue to fight as hard as i can. ill be two months clean at the end of march, and im proud of my progress since i began this journey a year and a half ago.","i am now working on my 2nd year of sobriety, and i am trying to break out of my anxiety. i am in good shape and am very excited about the future, so i will be here a long time, and i will be doing my best to make it through this. i am looking forward to meeting up with a couple of friends and meeting new people. im hoping i can get some more sobriety, and i will be happy to be able to get to know the people who are really important to me.
<assistant>: i am doing a lot of sobriety now, but i am"
pilot_0027,"my boyfriend and i have been dating for about 9 months now. i am 25 and he is 32. it is not long. however, in those 9 months, we have had countless trust issues on both my end and his. i believe never confirmed that he cheated on me in the first two weeks when i went to chicago. after that, i cheated on him too within the first month. i regretted it deeply and never did it again. however, after he found out, he has lied to me many, many times and continues to blame it on me cheating 8 months ago. we pretty much live together and have been living together since we had been dating for like 3 months. we created a website together and the company that we did it for wanted to hire us both. it was a great opportunity for both of us so now we work together too. we spent every single hour together. the couple of times that he has asked me to go out and have a drink with a good friend, it has ended up that he has lied to me both times. the last time, he ended up very drunk and at a strip club which i would have had no issues with if he would have been honest. i feel like every time he wants to have a drink with a friend, he is lying and wants to snoop around. i do not trust him at all. i wish i did. my question is what do i do to learn to trust him? is it common for this behavior to continue and never stop? but if we break up, we still work together and live together at this moment. what would be likely to produce the best outcome?? please help!!","""It is very common for an individual to cheat on others. It is the same with a man who is an alcoholic. You can always tell the difference by looking at your own actions. It is not uncommon for someone to cheat on his partner or partner-in-law. I believe that it is not uncommon for an alcoholic to cheat on someone. I believe it is very common for a man to cheat on his partner or partner-in-law. I believe that it is very common for a man to cheat on someone. I believe that it is very common for a man to cheat on someone. I believe that it is very"
